#Created by HistoryFileGenerator at Fri May 19 18:36:58 MSK 2017
#Parameters: O=../PLok/hs/h1.csv, N=1019, Q=20000, R=20, W=5
@1019
!HOT_RANGES/RECENT_TRACKING/1-20, 70-90/5
311780,10,203,311776,311780
311800,712,916,311795,311800
311820,10,203,311815,311820
311840,269,665,311836,311840
311860,10,203,311856,311860
311880,712,916,311876,311880
311900,300,996,311895,311900
311920,712,916,311915,311920
311940,712,916,311936,311940
311960,712,916,311955,311960
311980,10,203,311975,311980
312000,712,916,311995,312000
312020,10,203,312016,312020
312040,712,916,312035,312040
312060,712,916,312056,312060
312080,712,916,312076,312080
312100,10,203,312096,312100
312120,10,203,312115,312120
312140,712,916,312135,312140
312160,10,203,312155,312160
312180,712,916,312175,312180
312200,712,916,312195,312200
312220,10,203,312216,312220
312240,10,203,312236,312240
312260,10,203,312256,312260
312280,712,916,312276,312280
312300,712,916,312295,312300
312320,10,203,312316,312320
312340,712,916,312335,312340
312360,10,203,312355,312360
312380,897,974,312376,312380
312400,10,203,312395,312400
312420,695,870,312416,312420
312440,558,672,312435,312440
312460,10,203,312455,312460
312480,712,916,312476,312480
312500,712,916,312495,312500
312520,712,916,312516,312520
312540,712,916,312536,312540
312560,712,916,312556,312560
312580,10,203,312575,312580
312600,712,916,312596,312600
312620,10,203,312616,312620
312640,712,916,312636,312640
312660,712,916,312656,312660
312680,10,203,312675,312680
312700,10,203,312696,312700
312720,10,203,312716,312720
312740,712,916,312735,312740
312760,712,916,312755,312760
312780,10,203,312776,312780
312800,10,203,312796,312800
312820,10,203,312816,312820
312840,10,203,312836,312840
312860,10,203,312856,312860
312880,712,916,312876,312880
312900,10,203,312896,312900
312920,10,203,312915,312920
312940,712,916,312935,312940
312960,10,203,312955,312960
312980,10,203,312975,312980
313000,712,916,312995,313000
313020,10,203,313015,313020
313040,712,916,313035,313040
313060,10,203,313056,313060
313080,712,916,313075,313080
313100,712,916,313095,313100
313120,712,916,313116,313120
313140,712,916,313135,313140
313160,954,973,313156,313160
313180,660,805,313175,313180
313200,10,203,313195,313200
313220,10,203,313216,313220
313240,712,916,313235,313240
313260,712,916,313255,313260
313280,712,916,313276,313280
313300,10,203,313295,313300
313320,10,203,313315,313320
313340,712,916,313335,313340
313360,10,203,313356,313360
313380,712,916,313376,313380
313400,712,916,313395,313400
313420,712,916,313416,313420
313440,103,267,313435,313440
313460,10,203,313456,313460
313480,10,203,313476,313480
313500,712,916,313496,313500
313520,712,916,313516,313520
313540,10,203,313535,313540
313560,712,916,313555,313560
313580,10,203,313576,313580
313600,10,203,313596,313600
313620,675,990,313615,313620
313640,712,916,313636,313640
313660,10,203,313656,313660
313680,712,916,313675,313680
313700,417,428,313696,313700
313720,712,916,313716,313720
313740,10,203,313736,313740
313760,712,916,313755,313760
313780,518,603,313776,313780
313800,10,203,313795,313800
313820,712,916,313816,313820
313840,712,916,313836,313840
313860,10,203,313855,313860
313880,10,203,313876,313880
313900,712,916,313896,313900
313920,10,203,313916,313920
313940,712,916,313935,313940
313960,712,916,313955,313960
313980,10,203,313975,313980
314000,10,203,313996,314000
314020,463,512,314016,314020
314040,712,916,314035,314040
314060,10,203,314056,314060
314080,164,1000,314075,314080
314100,10,203,314095,314100
314120,712,916,314115,314120
314140,712,916,314136,314140
314160,10,203,314155,314160
314180,10,203,314176,314180
314200,712,916,314196,314200
314220,954,972,314215,314220
314240,10,203,314235,314240
314260,1000,1008,314255,314260
314280,10,203,314275,314280
314300,712,916,314295,314300
314320,712,916,314316,314320
314340,786,832,314336,314340
314360,712,916,314355,314360
314380,10,203,314375,314380
314400,166,945,314396,314400
314420,203,791,314416,314420
314440,712,916,314436,314440
314460,712,916,314456,314460
314480,712,916,314475,314480
314500,712,916,314496,314500
314520,712,916,314516,314520
314540,712,916,314536,314540
314560,42,942,314555,314560
314580,10,203,314576,314580
314600,712,916,314595,314600
314620,712,916,314615,314620
314640,712,916,314636,314640
314660,10,203,314656,314660
314680,10,203,314675,314680
314700,712,916,314696,314700
314720,10,203,314715,314720
314740,712,916,314736,314740
314760,712,916,314755,314760
314780,712,916,314776,314780
314800,558,773,314795,314800
314820,712,916,314816,314820
314840,790,828,314836,314840
314860,10,203,314856,314860
314880,712,916,314875,314880
314900,712,916,314896,314900
314920,10,203,314915,314920
314940,712,916,314936,314940
314960,466,880,314955,314960
314980,712,916,314976,314980
315000,712,916,314995,315000
315020,712,916,315015,315020
315040,10,203,315035,315040
315060,10,203,315056,315060
315080,10,203,315076,315080
315100,10,203,315095,315100
315120,10,203,315116,315120
315140,753,763,315135,315140
315160,900,924,315156,315160
315180,10,203,315176,315180
315200,10,203,315195,315200
315220,712,916,315215,315220
315240,10,203,315235,315240
315260,712,916,315255,315260
315280,10,203,315275,315280
315300,712,916,315296,315300
315320,10,203,315316,315320
315340,10,203,315336,315340
315360,10,203,315355,315360
315380,712,916,315376,315380
315400,712,916,315395,315400
315420,10,203,315416,315420
315440,712,916,315436,315440
315460,712,916,315455,315460
315480,10,203,315476,315480
315500,712,916,315495,315500
315520,712,916,315515,315520
315540,712,916,315535,315540
315560,712,916,315555,315560
315580,712,916,315576,315580
315600,566,649,315596,315600
315620,10,203,315615,315620
315640,712,916,315636,315640
315660,712,916,315655,315660
315680,10,203,315675,315680
315700,712,916,315696,315700
315720,10,203,315716,315720
315740,712,916,315736,315740
315760,712,916,315756,315760
315780,712,916,315775,315780
315800,10,203,315795,315800
315820,712,916,315816,315820
315840,712,916,315836,315840
315860,10,203,315856,315860
315880,10,203,315875,315880
315900,10,203,315896,315900
315920,10,203,315916,315920
315940,10,203,315935,315940
315960,10,203,315956,315960
315980,525,829,315975,315980
316000,427,540,315995,316000
316020,10,203,316015,316020
316040,605,649,316036,316040
316060,10,203,316055,316060
316080,10,203,316075,316080
316100,878,944,316095,316100
316120,10,203,316115,316120
316140,466,567,316135,316140
316160,712,916,316156,316160
316180,712,916,316175,316180
316200,10,203,316196,316200
316220,712,916,316216,316220
316240,10,203,316235,316240
316260,10,203,316256,316260
316280,712,916,316276,316280
316300,10,203,316296,316300
316320,712,916,316315,316320
316340,10,203,316336,316340
316360,10,203,316356,316360
316380,10,203,316375,316380
316400,910,934,316395,316400
316420,712,916,316415,316420
316440,10,203,316435,316440
316460,10,203,316456,316460
316480,712,916,316476,316480
316500,10,203,316495,316500
316520,10,203,316515,316520
316540,895,906,316536,316540
316560,712,916,316556,316560
316580,10,203,316576,316580
316600,712,916,316596,316600
316620,712,916,316615,316620
316640,10,203,316635,316640
316660,10,203,316656,316660
316680,57,579,316675,316680
316700,712,916,316696,316700
316720,10,203,316716,316720
316740,712,916,316736,316740
316760,712,916,316755,316760
316780,10,203,316775,316780
316800,712,916,316796,316800
316820,712,916,316815,316820
316840,10,203,316836,316840
316860,712,916,316856,316860
316880,712,916,316875,316880
316900,582,597,316895,316900
316920,10,203,316915,316920
316940,712,916,316936,316940
316960,712,916,316956,316960
316980,712,916,316975,316980
317000,712,916,316996,317000
317020,712,916,317016,317020
317040,92,472,317035,317040
317060,712,916,317056,317060
317080,712,916,317075,317080
317100,712,916,317096,317100
317120,10,203,317115,317120
317140,10,203,317135,317140
317160,712,916,317156,317160
317180,712,916,317176,317180
317200,10,203,317196,317200
317220,941,1002,317216,317220
317240,712,916,317236,317240
317260,10,203,317256,317260
317280,712,916,317276,317280
317300,10,203,317295,317300
317320,462,631,317315,317320
317340,712,916,317335,317340
317360,10,203,317356,317360
317380,627,732,317375,317380
317400,712,916,317395,317400
317420,10,203,317415,317420
317440,10,203,317436,317440
317460,712,916,317455,317460
317480,712,916,317475,317480
317500,10,203,317496,317500
317520,573,673,317516,317520
317540,712,916,317535,317540
317560,304,995,317556,317560
317580,712,916,317575,317580
317600,10,203,317595,317600
317620,61,350,317616,317620
317640,10,203,317636,317640
317660,712,916,317656,317660
317680,960,1002,317675,317680
317700,635,916,317695,317700
317720,712,916,317715,317720
317740,10,203,317735,317740
317760,712,916,317755,317760
317780,665,940,317776,317780
317800,712,916,317796,317800
317820,712,916,317816,317820
317840,154,362,317836,317840
317860,712,916,317856,317860
317880,712,916,317876,317880
317900,712,916,317895,317900
317920,48,166,317915,317920
317940,712,916,317935,317940
317960,10,203,317956,317960
317980,712,916,317976,317980
318000,712,916,317996,318000
318020,10,203,318015,318020
318040,712,916,318035,318040
318060,811,933,318055,318060
318080,712,916,318075,318080
318100,712,916,318095,318100
318120,10,203,318115,318120
318140,77,732,318136,318140
318160,10,203,318155,318160
318180,712,916,318175,318180
318200,10,203,318196,318200
318220,712,916,318215,318220
318240,405,975,318235,318240
318260,712,916,318256,318260
318280,712,916,318276,318280
318300,10,203,318295,318300
318320,712,916,318316,318320
318340,10,203,318336,318340
318360,916,964,318356,318360
318380,712,916,318375,318380
318400,10,203,318396,318400
318420,712,916,318416,318420
318440,712,916,318436,318440
318460,712,916,318456,318460
318480,712,916,318476,318480
318500,153,599,318496,318500
318520,10,203,318516,318520
318540,10,203,318535,318540
318560,10,203,318556,318560
318580,10,203,318575,318580
318600,10,203,318596,318600
318620,712,916,318615,318620
318640,10,203,318635,318640
318660,712,916,318656,318660
318680,10,203,318675,318680
318700,712,916,318696,318700
318720,712,916,318715,318720
318740,497,885,318735,318740
318760,712,916,318755,318760
318780,712,916,318775,318780
318800,712,916,318796,318800
318820,712,916,318815,318820
318840,712,916,318836,318840
318860,712,916,318855,318860
318880,712,916,318876,318880
318900,712,916,318895,318900
318920,712,916,318915,318920
318940,10,203,318936,318940
318960,691,700,318956,318960
318980,712,916,318975,318980
319000,10,203,318995,319000
319020,10,203,319015,319020
319040,712,916,319035,319040
319060,10,203,319056,319060
319080,10,203,319076,319080
319100,10,203,319096,319100
319120,10,203,319115,319120
319140,664,726,319136,319140
319160,10,203,319156,319160
319180,10,203,319175,319180
319200,712,916,319195,319200
319220,356,684,319216,319220
319240,10,203,319236,319240
319260,10,203,319255,319260
319280,10,203,319276,319280
319300,712,916,319295,319300
319320,309,486,319315,319320
319340,712,916,319335,319340
319360,161,454,319355,319360
319380,10,203,319376,319380
319400,712,916,319395,319400
319420,712,916,319416,319420
319440,10,203,319436,319440
319460,712,916,319455,319460
319480,10,203,319476,319480
319500,10,203,319495,319500
319520,712,916,319516,319520
319540,712,916,319535,319540
319560,712,916,319556,319560
319580,10,203,319575,319580
319600,10,203,319596,319600
319620,712,916,319616,319620
319640,10,203,319635,319640
319660,712,916,319655,319660
319680,10,203,319676,319680
319700,712,916,319696,319700
319720,712,916,319715,319720
319740,964,969,319736,319740
319760,712,916,319756,319760
319780,886,889,319776,319780
319800,10,203,319796,319800
319820,172,932,319815,319820
319840,10,203,319835,319840
319860,712,916,319856,319860
319880,10,203,319876,319880
319900,10,203,319895,319900
319920,10,203,319915,319920
319940,712,916,319936,319940
319960,712,916,319955,319960
319980,10,203,319975,319980
320000,712,916,319996,320000
320020,712,916,320016,320020
320040,10,203,320035,320040
320060,712,916,320056,320060
320080,712,916,320075,320080
320100,712,916,320095,320100
320120,10,203,320115,320120
320140,543,709,320135,320140
320160,712,916,320155,320160
320180,755,932,320176,320180
320200,48,730,320195,320200
320220,10,203,320215,320220
320240,627,933,320235,320240
320260,655,678,320255,320260
320280,306,317,320275,320280
320300,215,682,320296,320300
320320,10,203,320316,320320
320340,10,203,320335,320340
320360,757,783,320356,320360
320380,10,203,320375,320380
320400,10,203,320395,320400
320420,823,1013,320415,320420
320440,10,203,320435,320440
320460,374,634,320455,320460
320480,10,203,320476,320480
320500,10,203,320495,320500
320520,712,916,320516,320520
320540,712,916,320535,320540
320560,10,203,320556,320560
320580,712,916,320575,320580
320600,712,916,320596,320600
320620,712,916,320616,320620
320640,10,203,320636,320640
320660,712,916,320655,320660
320680,10,203,320675,320680
320700,10,203,320695,320700
320720,712,916,320715,320720
320740,712,916,320735,320740
320760,10,203,320755,320760
320780,10,203,320775,320780
320800,712,916,320796,320800
320820,10,203,320816,320820
320840,10,203,320835,320840
320860,712,916,320856,320860
320880,467,563,320876,320880
320900,712,916,320895,320900
320920,712,916,320916,320920
320940,10,203,320936,320940
320960,712,916,320956,320960
320980,712,916,320975,320980
321000,712,916,320996,321000
321020,712,916,321015,321020
321040,712,916,321035,321040
321060,712,916,321056,321060
321080,10,203,321075,321080
321100,712,916,321096,321100
321120,10,203,321116,321120
321140,712,916,321136,321140
321160,10,203,321156,321160
321180,712,916,321175,321180
321200,10,203,321195,321200
321220,712,916,321216,321220
321240,10,203,321235,321240
321260,712,916,321255,321260
321280,405,695,321275,321280
321300,712,916,321296,321300
321320,712,916,321315,321320
321340,712,916,321335,321340
321360,712,916,321356,321360
321380,712,916,321375,321380
321400,10,203,321395,321400
321420,712,916,321415,321420
321440,10,203,321436,321440
321460,712,916,321456,321460
321480,712,916,321476,321480
321500,775,830,321496,321500
321520,712,916,321516,321520
321540,712,916,321536,321540
321560,10,203,321556,321560
321580,712,916,321575,321580
321600,712,916,321595,321600
321620,276,919,321616,321620
321640,712,916,321635,321640
321660,10,203,321655,321660
321680,712,916,321676,321680
321700,712,916,321696,321700
321720,10,203,321716,321720
321740,10,203,321736,321740
321760,10,203,321756,321760
321780,712,916,321776,321780
321800,535,782,321796,321800
321820,10,203,321815,321820
321840,10,203,321836,321840
321860,10,203,321856,321860
321880,10,203,321876,321880
321900,712,916,321896,321900
321920,10,203,321915,321920
321940,10,203,321936,321940
321960,286,323,321956,321960
321980,712,916,321976,321980
322000,10,203,321995,322000
322020,10,203,322015,322020
322040,10,203,322035,322040
322060,10,203,322056,322060
322080,712,916,322076,322080
322100,108,605,322096,322100
322120,712,916,322115,322120
322140,712,916,322136,322140
322160,10,203,322155,322160
322180,712,916,322176,322180
322200,712,916,322196,322200
322220,712,916,322216,322220
322240,10,203,322236,322240
322260,712,916,322256,322260
322280,10,203,322276,322280
322300,29,54,322296,322300
322320,10,203,322316,322320
322340,712,916,322335,322340
322360,10,203,322356,322360
322380,712,916,322376,322380
322400,712,916,322395,322400
322420,712,916,322416,322420
322440,712,916,322435,322440
322460,10,203,322455,322460
322480,10,203,322475,322480
322500,712,916,322496,322500
322520,986,1006,322515,322520
322540,10,203,322535,322540
322560,712,916,322556,322560
322580,10,203,322575,322580
322600,10,203,322596,322600
322620,10,203,322615,322620
322640,10,203,322636,322640
322660,10,203,322655,322660
322680,10,203,322675,322680
322700,712,916,322695,322700
322720,10,203,322716,322720
322740,712,916,322736,322740
322760,10,203,322756,322760
322780,712,916,322775,322780
322800,10,203,322796,322800
322820,712,916,322815,322820
322840,712,916,322836,322840
322860,712,916,322856,322860
322880,10,203,322875,322880
322900,10,203,322896,322900
322920,10,203,322916,322920
322940,10,203,322935,322940
322960,712,916,322955,322960
322980,10,203,322976,322980
323000,712,916,322995,323000
323020,712,916,323015,323020
323040,712,916,323035,323040
323060,712,916,323055,323060
323080,712,916,323076,323080
323100,712,916,323096,323100
323120,10,203,323116,323120
323140,10,203,323136,323140
323160,10,203,323156,323160
323180,10,203,323175,323180
323200,661,689,323196,323200
323220,712,916,323216,323220
323240,712,916,323235,323240
323260,160,638,323255,323260
323280,712,916,323275,323280
323300,913,972,323296,323300
323320,10,203,323315,323320
323340,10,203,323336,323340
323360,712,916,323356,323360
323380,10,203,323375,323380
323400,712,916,323396,323400
323420,10,203,323415,323420
323440,712,916,323435,323440
323460,712,916,323456,323460
323480,10,203,323475,323480
323500,10,203,323495,323500
323520,712,916,323515,323520
323540,712,916,323535,323540
323560,712,916,323555,323560
323580,712,916,323575,323580
323600,712,916,323595,323600
323620,712,916,323616,323620
323640,942,962,323636,323640
323660,10,203,323655,323660
323680,712,916,323675,323680
323700,712,916,323696,323700
323720,10,203,323715,323720
323740,712,916,323736,323740
323760,10,203,323755,323760
323780,10,203,323776,323780
323800,26,281,323795,323800
323820,712,916,323815,323820
323840,10,203,323836,323840
323860,712,916,323856,323860
323880,712,916,323875,323880
323900,712,916,323896,323900
323920,10,203,323916,323920
323940,10,203,323935,323940
323960,712,916,323956,323960
323980,10,203,323976,323980
324000,84,259,323996,324000
324020,10,203,324015,324020
324040,712,916,324035,324040
324060,10,203,324056,324060
324080,712,916,324076,324080
324100,10,203,324095,324100
324120,712,916,324116,324120
324140,712,916,324135,324140
324160,408,902,324156,324160
324180,712,916,324176,324180
324200,712,916,324196,324200
324220,712,916,324215,324220
324240,181,190,324236,324240
324260,10,203,324255,324260
324280,712,916,324276,324280
324300,10,203,324295,324300
324320,712,916,324316,324320
324340,712,916,324336,324340
324360,712,916,324356,324360
324380,712,916,324376,324380
324400,10,203,324396,324400
324420,10,203,324416,324420
324440,10,203,324435,324440
324460,10,203,324455,324460
324480,10,203,324475,324480
324500,10,203,324496,324500
324520,10,203,324516,324520
324540,712,916,324536,324540
324560,712,916,324555,324560
324580,712,916,324575,324580
324600,10,203,324596,324600
324620,620,879,324615,324620
324640,399,920,324636,324640
324660,712,916,324656,324660
324680,565,645,324676,324680
324700,712,916,324696,324700
324720,10,203,324716,324720
324740,712,916,324736,324740
324760,10,203,324756,324760
324780,712,916,324775,324780
324800,10,203,324795,324800
324820,712,916,324815,324820
324840,712,916,324836,324840
324860,555,631,324856,324860
324880,10,203,324876,324880
324900,712,916,324896,324900
324920,712,916,324915,324920
324940,10,203,324936,324940
324960,712,916,324955,324960
324980,10,203,324975,324980
325000,10,203,324996,325000
325020,712,916,325015,325020
325040,10,203,325035,325040
325060,10,203,325056,325060
325080,536,687,325075,325080
325100,10,203,325095,325100
325120,10,203,325115,325120
325140,10,203,325135,325140
325160,712,916,325155,325160
325180,10,203,325176,325180
325200,712,916,325196,325200
325220,712,916,325216,325220
325240,953,980,325236,325240
325260,10,203,325256,325260
325280,712,916,325275,325280
325300,10,203,325295,325300
325320,10,203,325316,325320
325340,93,644,325335,325340
325360,10,203,325355,325360
325380,10,203,325376,325380
325400,712,916,325395,325400
325420,238,365,325416,325420
325440,712,916,325435,325440
325460,10,203,325456,325460
325480,10,203,325475,325480
325500,712,916,325496,325500
325520,712,916,325515,325520
325540,10,203,325535,325540
325560,465,964,325555,325560
325580,10,203,325575,325580
325600,329,397,325596,325600
325620,309,317,325615,325620
325640,10,203,325635,325640
325660,10,203,325656,325660
325680,10,203,325676,325680
325700,10,203,325696,325700
325720,712,916,325716,325720
325740,10,203,325736,325740
325760,10,203,325756,325760
325780,10,203,325776,325780
325800,712,916,325795,325800
325820,712,916,325816,325820
325840,712,916,325836,325840
325860,712,916,325856,325860
325880,712,916,325876,325880
325900,712,916,325896,325900
325920,10,203,325916,325920
325940,10,203,325936,325940
325960,712,916,325956,325960
325980,54,690,325975,325980
326000,174,485,325995,326000
326020,983,1012,326015,326020
326040,10,203,326036,326040
326060,712,916,326056,326060
326080,78,766,326075,326080
326100,10,203,326095,326100
326120,10,203,326116,326120
326140,712,916,326136,326140
326160,712,916,326155,326160
326180,10,203,326175,326180
326200,712,916,326196,326200
326220,10,203,326215,326220
326240,712,916,326235,326240
326260,712,916,326255,326260
326280,10,203,326275,326280
326300,712,916,326295,326300
326320,10,203,326315,326320
326340,712,916,326335,326340
326360,10,203,326356,326360
326380,10,203,326376,326380
326400,712,916,326396,326400
326420,846,890,326416,326420
326440,10,203,326435,326440
326460,712,916,326455,326460
326480,712,916,326475,326480
326500,79,843,326496,326500
326520,712,916,326516,326520
326540,10,203,326535,326540
326560,10,203,326556,326560
326580,10,203,326576,326580
326600,10,203,326596,326600
326620,712,916,326615,326620
326640,10,203,326636,326640
326660,712,916,326656,326660
326680,956,982,326675,326680
326700,712,916,326696,326700
326720,10,203,326716,326720
326740,712,916,326735,326740
326760,712,916,326755,326760
326780,712,916,326775,326780
326800,712,916,326795,326800
326820,10,203,326816,326820
326840,712,916,326835,326840
326860,10,203,326856,326860
326880,10,203,326875,326880
326900,10,203,326895,326900
326920,712,916,326916,326920
326940,712,916,326936,326940
326960,10,203,326955,326960
326980,10,203,326976,326980
327000,10,203,326995,327000
327020,10,203,327016,327020
327040,10,203,327036,327040
327060,712,916,327055,327060
327080,712,916,327075,327080
327100,10,203,327096,327100
327120,10,203,327115,327120
327140,10,203,327136,327140
327160,712,916,327156,327160
327180,712,916,327176,327180
327200,10,203,327196,327200
327220,912,952,327215,327220
327240,828,929,327235,327240
327260,712,916,327255,327260
327280,712,916,327275,327280
327300,712,916,327295,327300
327320,712,916,327316,327320
327340,712,916,327335,327340
327360,712,916,327355,327360
327380,909,1017,327376,327380
327400,10,203,327395,327400
327420,712,916,327416,327420
327440,712,916,327435,327440
327460,1014,1014,327455,327460
327480,712,916,327475,327480
327500,712,916,327495,327500
327520,10,203,327516,327520
327540,10,203,327536,327540
327560,712,916,327555,327560
327580,472,967,327575,327580
327600,712,916,327595,327600
327620,712,916,327616,327620
327640,680,985,327635,327640
327660,926,963,327656,327660
327680,712,916,327675,327680
327700,10,203,327695,327700
327720,712,916,327715,327720
327740,10,203,327735,327740
327760,712,916,327755,327760
327780,712,916,327776,327780
327800,10,203,327795,327800
327820,712,916,327815,327820
327840,712,916,327836,327840
327860,10,203,327855,327860
327880,712,916,327876,327880
327900,880,892,327896,327900
327920,712,916,327915,327920
327940,712,916,327935,327940
327960,712,916,327956,327960
327980,10,203,327976,327980
328000,785,982,327996,328000
328020,949,1015,328016,328020
328040,10,203,328036,328040
328060,712,916,328055,328060
328080,10,203,328076,328080
328100,10,203,328096,328100
328120,10,203,328115,328120
328140,10,203,328135,328140
328160,10,203,328155,328160
328180,424,433,328176,328180
328200,712,916,328196,328200
328220,712,916,328216,328220
328240,10,203,328235,328240
328260,712,916,328255,328260
328280,712,916,328276,328280
328300,10,203,328295,328300
328320,10,203,328315,328320
328340,10,203,328335,328340
328360,712,916,328355,328360
328380,10,203,328375,328380
328400,712,916,328395,328400
328420,10,203,328415,328420
328440,658,915,328435,328440
328460,432,539,328455,328460
328480,292,384,328476,328480
328500,10,203,328495,328500
328520,712,916,328515,328520
328540,10,838,328535,328540
328560,183,470,328556,328560
328580,10,203,328575,328580
328600,712,916,328595,328600
328620,10,203,328616,328620
328640,10,203,328636,328640
328660,712,916,328655,328660
328680,712,916,328675,328680
328700,25,210,328696,328700
328720,10,203,328715,328720
328740,10,203,328736,328740
328760,10,203,328755,328760
328780,10,203,328775,328780
328800,10,203,328796,328800
328820,712,916,328816,328820
328840,10,203,328836,328840
328860,712,916,328856,328860
328880,712,916,328875,328880
328900,712,916,328895,328900
328920,10,203,328915,328920
328940,910,970,328936,328940
328960,10,203,328956,328960
328980,10,203,328976,328980
329000,10,203,328996,329000
329020,10,203,329016,329020
329040,712,916,329036,329040
329060,10,203,329056,329060
329080,10,203,329075,329080
329100,10,203,329096,329100
329120,10,203,329115,329120
329140,10,203,329136,329140
329160,10,203,329155,329160
329180,10,203,329175,329180
329200,10,203,329196,329200
329220,10,203,329215,329220
329240,10,203,329236,329240
329260,712,916,329255,329260
329280,10,203,329275,329280
329300,973,1008,329296,329300
329320,10,203,329315,329320
329340,10,203,329336,329340
329360,712,916,329356,329360
329380,10,203,329376,329380
329400,10,203,329395,329400
329420,712,916,329415,329420
329440,10,203,329436,329440
329460,10,203,329456,329460
329480,794,900,329475,329480
329500,348,906,329496,329500
329520,712,916,329516,329520
329540,712,916,329535,329540
329560,10,203,329556,329560
329580,712,916,329575,329580
329600,712,916,329596,329600
329620,712,916,329616,329620
329640,199,683,329635,329640
329660,10,203,329655,329660
329680,414,450,329675,329680
329700,10,203,329695,329700
329720,712,916,329716,329720
329740,712,916,329735,329740
329760,10,203,329756,329760
329780,712,916,329776,329780
329800,712,916,329795,329800
329820,712,916,329816,329820
329840,10,203,329835,329840
329860,10,203,329855,329860
329880,10,203,329875,329880
329900,630,676,329895,329900
329920,10,203,329915,329920
329940,712,916,329935,329940
329960,712,916,329955,329960
329980,712,916,329975,329980
330000,712,916,329996,330000
330020,10,203,330016,330020
330040,10,203,330036,330040
330060,10,203,330056,330060
330080,10,203,330075,330080
330100,10,203,330095,330100
330120,712,916,330115,330120
330140,10,203,330136,330140
330160,10,203,330156,330160
330180,712,916,330176,330180
330200,712,916,330195,330200
330220,712,916,330216,330220
330240,10,203,330236,330240
330260,712,916,330256,330260
330280,712,916,330275,330280
330300,712,916,330295,330300
330320,10,203,330315,330320
330340,10,203,330336,330340
330360,712,916,330356,330360
330380,10,203,330376,330380
330400,373,957,330395,330400
330420,712,916,330415,330420
330440,10,203,330436,330440
330460,10,203,330456,330460
330480,10,203,330475,330480
330500,10,203,330496,330500
330520,845,907,330516,330520
330540,712,916,330535,330540
330560,712,916,330555,330560
330580,712,916,330576,330580
330600,10,203,330596,330600
330620,712,916,330615,330620
330640,712,916,330636,330640
330660,949,996,330655,330660
330680,712,916,330676,330680
330700,10,203,330696,330700
330720,111,872,330716,330720
330740,628,774,330735,330740
330760,10,203,330756,330760
330780,712,916,330776,330780
330800,712,916,330795,330800
330820,712,916,330816,330820
330840,10,203,330835,330840
330860,10,203,330855,330860
330880,927,966,330875,330880
330900,10,203,330895,330900
330920,10,203,330915,330920
330940,712,916,330936,330940
330960,10,203,330956,330960
330980,349,924,330976,330980
331000,712,916,330995,331000
331020,10,203,331016,331020
331040,415,905,331035,331040
331060,712,916,331056,331060
331080,10,203,331075,331080
331100,10,203,331095,331100
331120,10,203,331115,331120
331140,167,989,331135,331140
331160,10,203,331155,331160
331180,274,491,331176,331180
331200,712,916,331195,331200
331220,10,203,331216,331220
331240,712,916,331235,331240
331260,712,916,331256,331260
331280,712,916,331276,331280
331300,10,203,331296,331300
331320,712,916,331315,331320
331340,10,203,331336,331340
331360,712,916,331355,331360
331380,10,203,331375,331380
331400,10,203,331395,331400
331420,712,916,331416,331420
331440,10,203,331436,331440
331460,712,916,331455,331460
331480,44,542,331475,331480
331500,712,916,331496,331500
331520,712,916,331516,331520
331540,10,203,331536,331540
331560,712,916,331556,331560
331580,10,203,331576,331580
331600,712,916,331596,331600
331620,712,916,331615,331620
331640,712,916,331636,331640
331660,10,203,331655,331660
331680,712,916,331675,331680
331700,712,916,331695,331700
331720,712,916,331715,331720
331740,10,203,331735,331740
331760,712,916,331756,331760
331780,712,916,331776,331780
331800,712,916,331796,331800
331820,712,916,331816,331820
331840,10,203,331836,331840
331860,10,203,331855,331860
331880,260,644,331875,331880
331900,712,916,331896,331900
331920,712,916,331915,331920
331940,712,916,331936,331940
331960,10,203,331955,331960
331980,10,203,331975,331980
332000,10,203,331996,332000
332020,712,916,332015,332020
332040,712,916,332035,332040
332060,712,916,332055,332060
332080,712,916,332076,332080
332100,10,203,332095,332100
332120,10,203,332115,332120
332140,10,203,332135,332140
332160,712,916,332156,332160
332180,10,203,332176,332180
332200,10,203,332196,332200
332220,712,916,332216,332220
332240,10,203,332235,332240
332260,712,916,332255,332260
332280,573,986,332275,332280
332300,712,916,332295,332300
332320,712,916,332315,332320
332340,712,916,332336,332340
332360,712,916,332356,332360
332380,712,916,332375,332380
332400,10,203,332395,332400
332420,717,782,332415,332420
332440,179,746,332435,332440
332460,10,203,332455,332460
332480,712,916,332475,332480
332500,10,203,332495,332500
332520,10,203,332516,332520
332540,10,203,332536,332540
332560,10,203,332555,332560
332580,825,857,332576,332580
332600,10,203,332595,332600
332620,712,916,332615,332620
332640,712,916,332635,332640
332660,310,497,332655,332660
332680,712,916,332676,332680
332700,712,916,332695,332700
332720,712,916,332716,332720
332740,712,916,332736,332740
332760,620,659,332756,332760
332780,712,916,332775,332780
332800,230,545,332795,332800
332820,10,203,332816,332820
332840,712,916,332836,332840
332860,10,203,332855,332860
332880,712,916,332875,332880
332900,712,916,332896,332900
332920,712,916,332916,332920
332940,712,916,332935,332940
332960,480,536,332955,332960
332980,254,971,332976,332980
333000,712,916,332995,333000
333020,712,916,333015,333020
333040,712,916,333036,333040
333060,712,916,333056,333060
333080,712,916,333076,333080
333100,10,203,333096,333100
